Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
cushion,,,,,,,,White,,S,,,31176801-white-s-50cm,0.0,shopify,deny,oberlo,39.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/White_c775c9c0-edf4-4eb6-96f6-16cd00599307.png?v=1613481288,kg,,,
cushion,,,,,,,,White,,M,,,31176801-white-m-60cm,0.0,shopify,deny,oberlo,49.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/White_c775c9c0-edf4-4eb6-96f6-16cd00599307.png?v=1613481288,kg,,,
cushion,,,,,,,,White,,M (With Zipper),,,31176801-white-zipper-60cm,0.0,shopify,deny,oberlo,59.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/White_c775c9c0-edf4-4eb6-96f6-16cd00599307.png?v=1613481288,kg,,,
cushion,,,,,,,,White,,L,,,31176801-white-l-70cm,0.0,shopify,deny,oberlo,69.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/White_c775c9c0-edf4-4eb6-96f6-16cd00599307.png?v=1613481288,kg,,,
cushion,,,,,,,,White,,XL,,,31176801-white-xl-80cm,0.0,shopify,deny,oberlo,79.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/White_c775c9c0-edf4-4eb6-96f6-16cd00599307.png?v=1613481288,kg,,,
cushion,,,,,,,,White,,XXL,,,31176801-white-xxl-100cm,0.0,shopify,deny,oberlo,99.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/White_c775c9c0-edf4-4eb6-96f6-16cd00599307.png?v=1613481288,kg,,,
cushion,,,,,,,,Beige,,XXS,,,31176801-rubber-color-xxs-35cm,0.0,shopify,deny,oberlo,29.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/Beige_8cfbbb31-a7ed-4e4c-af79-90578a71a01b.png?v=1613481290,kg,,,
cushion,,,,,,,,Beige,,XS,,,31176801-rubber-color-xs-40cm,0.0,shopify,deny,oberlo,34.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/Beige_8cfbbb31-a7ed-4e4c-af79-90578a71a01b.png?v=1613481290,kg,,,
cushion,,,,,,,,Beige,,S,,,31176801-rubber-color-s-50cm,0.0,shopify,deny,oberlo,39.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/Beige_8cfbbb31-a7ed-4e4c-af79-90578a71a01b.png?v=1613481290,kg,,,
cushion,,,,,,,,Beige,,M,,,31176801-rubber-color-m-60cm,0.0,shopify,deny,oberlo,49.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/Beige_8cfbbb31-a7ed-4e4c-af79-90578a71a01b.png?v=1613481290,kg,,,
cushion,,,,,,,,Beige,,M (With Zipper),,,31176801-rubber-color-zipper-60cm,0.0,shopify,deny,oberlo,59.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/Beige_8cfbbb31-a7ed-4e4c-af79-90578a71a01b.png?v=1613481290,kg,,,
cushion,,,,,,,,Beige,,L,,,31176801-rubber-color-l-70cm,0.0,shopify,deny,oberlo,69.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/Beige_8cfbbb31-a7ed-4e4c-af79-90578a71a01b.png?v=1613481290,kg,,,
cushion,,,,,,,,Beige,,XL,,,31176801-rubber-color-xl-80cm,0.0,shopify,deny,oberlo,79.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/Beige_8cfbbb31-a7ed-4e4c-af79-90578a71a01b.png?v=1613481290,kg,,,
cushion,,,,,,,,Beige,,XXL,,,31176801-rubber-color-xxl-100cm,0.0,shopify,deny,oberlo,99.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/Beige_8cfbbb31-a7ed-4e4c-af79-90578a71a01b.png?v=1613481290,kg,,,
cushion,,,,,,,,Red,,XXS,,,31176801-red-xxs-35cm,0.0,shopify,deny,oberlo,29.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/Red_7f5ff1a6-4069-4f6f-9907-90d81d526661.png?v=1613481291,kg,,,
cushion,,,,,,,,Red,,XS,,,31176801-red-xs-40cm,0.0,shopify,deny,oberlo,34.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/Red_7f5ff1a6-4069-4f6f-9907-90d81d526661.png?v=1613481291,kg,,,
cushion,,,,,,,,Red,,S,,,31176801-red-s-50cm,0.0,shopify,deny,oberlo,39.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/Red_7f5ff1a6-4069-4f6f-9907-90d81d526661.png?v=1613481291,kg,,,
cushion,,,,,,,,Red,,M,,,31176801-red-m-60cm,0.0,shopify,deny,oberlo,49.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/Red_7f5ff1a6-4069-4f6f-9907-90d81d526661.png?v=1613481291,kg,,,
cushion,,,,,,,,Red,,M (With Zipper),,,31176801-red-zipper-60cm,0.0,shopify,deny,oberlo,59.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/Red_7f5ff1a6-4069-4f6f-9907-90d81d526661.png?v=1613481291,kg,,,
cushion,,,,,,,,Red,,L,,,31176801-red-l-70cm,0.0,shopify,deny,oberlo,69.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/Red_7f5ff1a6-4069-4f6f-9907-90d81d526661.png?v=1613481291,kg,,,
cushion,,,,,,,,Red,,XL,,,31176801-red-xl-80cm,0.0,shopify,deny,oberlo,79.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/Red_7f5ff1a6-4069-4f6f-9907-90d81d526661.png?v=1613481291,kg,,,
cushion,,,,,,,,Red,,XXL,,,31176801-red-xxl-100cm,0.0,shopify,deny,oberlo,99.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/Red_7f5ff1a6-4069-4f6f-9907-90d81d526661.png?v=1613481291,kg,,,
cushion,,,,,,,,Blue,,XXS,,,31176801-blue-xxs-35cm,0.0,shopify,deny,oberlo,29.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/Blue_27082e40-f2bd-475d-9ec2-a14eb8ccbb26.png?v=1613481292,kg,,,
cushion,,,,,,,,Blue,,XS,,,31176801-blue-xs-40cm,0.0,shopify,deny,oberlo,34.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/Blue_27082e40-f2bd-475d-9ec2-a14eb8ccbb26.png?v=1613481292,kg,,,
cushion,,,,,,,,Blue,,S,,,31176801-blue-s-50cm,0.0,shopify,deny,oberlo,39.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/Blue_27082e40-f2bd-475d-9ec2-a14eb8ccbb26.png?v=1613481292,kg,,,
cushion,,,,,,,,Blue,,M,,,31176801-blue-m-60cm,0.0,shopify,deny,oberlo,49.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/Blue_27082e40-f2bd-475d-9ec2-a14eb8ccbb26.png?v=1613481292,kg,,,
cushion,,,,,,,,Blue,,M (With Zipper),,,31176801-blue-zipper-60cm,0.0,shopify,deny,oberlo,59.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/Blue_27082e40-f2bd-475d-9ec2-a14eb8ccbb26.png?v=1613481292,kg,,,
cushion,,,,,,,,Blue,,L,,,31176801-blue-l-70cm,0.0,shopify,deny,oberlo,69.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/Blue_27082e40-f2bd-475d-9ec2-a14eb8ccbb26.png?v=1613481292,kg,,,
cushion,,,,,,,,Blue,,XL,,,31176801-blue-xl-80cm,0.0,shopify,deny,oberlo,79.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/Blue_27082e40-f2bd-475d-9ec2-a14eb8ccbb26.png?v=1613481292,kg,,,
cushion,,,,,,,,Blue,,XXL,,,31176801-blue-xxl-100cm,0.0,shopify,deny,oberlo,99.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/Blue_27082e40-f2bd-475d-9ec2-a14eb8ccbb26.png?v=1613481292,kg,,,
faux-hydrangea,Faux Hydrangea,"<!--Start tab labels-->
<ul class=""tabs"">
<li><a href=""#tab1"" class=""active""> Description </a></li>
<li><a class="""" href=""#tab2""> Details </a></li>
<li><a class="""" href=""#tab3""> Shipping </a></li>
</ul>
<!--Start tab content-->
<ul class=""tabs-content"">
<li style=""display: block;"" id=""tab1"" class=""active"">
<div>
<p>Our <i>Faux Hydrangea</i> would be a simple yet stunning centrepiece to beautify our modern homes!<br></p>
</div>
</li>
<li style=""display: none;"" class="""" id=""tab2"">
<div>
<p>Material: Silk</p>
<p>Color Options Available</p>
<p>Approximate length: 14.2 inches/ 36 cm</p>
<p>Fade Resistant</p>
<p>Note: Vase Not Included</p>
</div>
</li>
<li style=""display: none;"" class="""" id=""tab3"">
<div>
<p>We offer Free Shipping Worldwide.</p>
<p>We typically ship items within 5 days of receiving an order and you’ll receive a tracking number that will let you keep tabs of where your order is at all times.</p>
<p>From that point, it takes approximately 12 – 18* days for items to arrive.</p>
<p>*Do note that longer shipping duration may be expected in some cases due to the COVID-19 situation with a reduced number of flights and manpower. We will do our best to get your order to you sooner.</p>
<p>Read our <a href=""https://jazzupco.com/policies/shipping-policy"">Shipping Policy</a>.</p>
</div>
</li>
</ul>",JAZZUP,"","",true,Color,White,,,,,30059457-white,0.0,shopify,deny,oberlo,16.00,,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/FauxPinkHydrangeaClosedUp_ce8554c8-1e4f-4585-96a6-272e58efb106.jpg?v=1613481294,1,Faux Hydrangea-JAZZUP,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1316589592.jpg?v=1613481299,kg,,,active
faux-hydrangea,,,,,,,,Grayish Purple,,,,,30059457-gray,0.0,shopify,deny,oberlo,16.00,,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/PinkHydrangea_082e8130-c1e6-45f6-bc54-7073dec3831b.jpg?v=1613481294,2,Faux Hydrangea-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1316589593.jpg?v=1613481298,kg,,,
faux-hydrangea,,,,,,,,Red,,,,,30059457-red,0.0,shopify,deny,oberlo,16.00,,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/FauxHydrangeaPurple.jpg?v=1613481295,3,Faux Hydrangea-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1316589590.jpg?v=1613481302,kg,,,
faux-hydrangea,,,,,,,,Purple,,,,,30059457-purple,0.0,shopify,deny,oberlo,16.00,,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1316589587.jpg?v=1613481296,4,Faux Hydrangea-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1316589591.jpg?v=1613481303,kg,,,
faux-hydrangea,,,,,,,,Light Pink,,,,,30059457-pink,0.0,shopify,deny,oberlo,16.00,,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1316589586.jpg?v=1613481297,5,Faux Hydrangea-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1316589588.jpg?v=1613481301,kg,,,
faux-hydrangea,,,,,,,,Orange,,,,,30059457-orange,0.0,shopify,deny,oberlo,16.00,,true,false,"",https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1316589593.jpg?v=1613481298,6,Faux Hydrangea-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1316589589.jpg?v=1613481300,kg,,,
faux-hydrangea,,,,,,,,Pinkish Brown,,,,,30059457-brown,0.0,shopify,deny,oberlo,16.00,,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1316589592.jpg?v=1613481299,7,Faux Hydrangea-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1316589587.jpg?v=1613481296,kg,,,
faux-hydrangea,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1316589589.jpg?v=1613481300,8,Faux Hydrangea-JAZZUP,,,,,,,,,,,,,,,,,,,,,
faux-hydrangea,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1316589588.jpg?v=1613481301,9,Faux Hydrangea-JAZZUP,,,,,,,,,,,,,,,,,,,,,
faux-hydrangea,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1316589590.jpg?v=1613481302,10,Faux Hydrangea-JAZZUP,,,,,,,,,,,,,,,,,,,,,
faux-hydrangea,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1316589591.jpg?v=1613481303,11,Faux Hydrangea-JAZZUP,,,,,,,,,,,,,,,,,,,,,
faux-hydrangea,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/FauxPinkHydrangeaClosedUp.jpg?v=1613481304,12,Faux Hydrangea-JAZZUP,,,,,,,,,,,,,,,,,,,,,
faux-hydrangea,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/PinkHydrangea.jpg?v=1613481304,13,Faux Hydrangea-JAZZUP,,,,,,,,,,,,,,,,,,,,,
faux-rose-peony,Faux Rose Peony,"<!--Start tab labels-->
<ul class=""tabs"">
<li><a href=""#tab1"" class=""active""> Description </a></li>
<li><a class="""" href=""#tab2""> Details </a></li>
<li><a class="""" href=""#tab3""> Shipping </a></li>
</ul>
<!--Start tab content-->
<ul class=""tabs-content"">
<li style=""display: block;"" id=""tab1"" class=""active"">
<div>
<p>The <i>Faux Rose Peony</i> floral arrangement decor will create an uplifting vibe to our homes.<br></p>
</div>
</li>
<li style=""display: none;"" class="""" id=""tab2"">
<div>
<p>Material: Silk</p>
<p>Color Options Available</p>
<p>Approximate length: 11.8 inches/ 30 cm</p>
<p>Fade Resistant</p>
<p>Note: Vase Not Included</p>
</div>
</li>
<li style=""display: none;"" class="""" id=""tab3"">
<div>
<p>We offer Free Shipping Worldwide.</p>
<p>We typically ship items within 5 days of receiving an order and you’ll receive a tracking number that will let you keep tabs of where your order is at all times.</p>
<p>From that point, it takes approximately 12 – 18* days for items to arrive.</p>
<p>*Do note that longer shipping duration may be expected in some cases due to the COVID-19 situation with a reduced number of flights and manpower. We will do our best to get your order to you sooner.</p>
<p>Read our <a href=""https://jazzupco.com/policies/shipping-policy"">Shipping Policy</a>.</p>
</div>
</li>
</ul>",JAZZUP,"","",true,Color,Purple,,,,,18306284-purple,0.0,shopify,deny,oberlo,16.00,,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1313048427.jpg?v=1613481323,1,Faux Rose Peony-JAZZUP,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1313048435.jpg?v=1613481330,kg,,,active
faux-rose-peony,,,,,,,,Light Pink,,,,,18306284-pink,0.0,shopify,deny,oberlo,16.00,,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1309202511.jpg?v=1613481324,2,Faux Rose Peony-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1313048437.jpg?v=1613481328,kg,,,
faux-rose-peony,,,,,,,,White,,,,,18306284-white,0.0,shopify,deny,oberlo,16.00,,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1309202510.jpg?v=1613481325,3,Faux Rose Peony-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1313048439.jpg?v=1613481326,kg,,,
faux-rose-peony,,,,,,,,Pink,,,,,18306284-red,0.0,shopify,deny,oberlo,16.00,,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1313048439.jpg?v=1613481326,4,Faux Rose Peony-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1313048449.jpg?v=1613481326,kg,,,
faux-rose-peony,,,,,,,,Blue,,,,,18306284-blue,0.0,shopify,deny,oberlo,16.00,,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1313048449.jpg?v=1613481326,5,Faux Rose Peony-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1313048460.jpg?v=1613481328,kg,,,
faux-rose-peony,,,,,,,,Pink Combination,,,,,18306284-pink-red,0.0,shopify,deny,oberlo,16.00,,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1313048437.jpg?v=1613481328,6,Faux Rose Peony-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1313048462.jpg?v=1613481331,kg,,,
faux-rose-peony,,,,,,,,Yellow,,,,,18306284-yellow,0.0,shopify,deny,oberlo,16.00,,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1313048460.jpg?v=1613481328,7,Faux Rose Peony-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1313048464.jpg?v=1613481332,kg,,,
faux-rose-peony,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1309202514.jpg?v=1613481329,8,Faux Rose Peony-JAZZUP,,,,,,,,,,,,,,,,,,,,,
faux-rose-peony,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1313048435.jpg?v=1613481330,9,Faux Rose Peony-JAZZUP,,,,,,,,,,,,,,,,,,,,,
faux-rose-peony,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1313048462.jpg?v=1613481331,10,Faux Rose Peony-JAZZUP,,,,,,,,,,,,,,,,,,,,,
faux-rose-peony,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1313048464.jpg?v=1613481332,11,Faux Rose Peony-JAZZUP,,,,,,,,,,,,,,,,,,,,,
comfy-pet-abode,Comfy Cat Abode,"<ul>
<li>The Comfy Cat Abode is sure to keep your furry friends comfy and cozy!</li>
<li>Comes with a furball toy that your cat is sure to love</li>
<li>Get one now for your lovely cats!</li>
<li>Comes in 4 sizes (L x W x H):</li>
<ul>
<li>S: 25 x 25 x 27 cm/ 9.8 x 9.8 x 10.6 inches </li>
<li>M: 31 x 31 x 35 cm/ 12.2 x 12.2 x 13.7 inches </li>
<li>L: 36 x 36 x 40 cm/ 14.1 x 14.1 x 15.7 inches </li>
<li>XL: 48 x 48 x 50 cm/ 18.8 x 18.8 x 19.7 inches </li>
</ul>
</ul>",JAZZUP,"","",true,Color,Gray,Size,S,,,28904879-gris-claro-l25xw25xh27cm,0.0,shopify,deny,oberlo,39.00,,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/2_Hot-sell-Pet-Cat-Bed-Indoor-Kitten-House-Warm-Small-for-cats-Dogs-Nest-Collapsible-Cat.jpg?v=1613481339,1,Comfy Cat Abode-JAZZUP,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1360016967.png?v=1613481345,kg,,,active
comfy-pet-abode,,,,,,,,Gray,,M,,,28904879-gris-claro-l31xw31xh35cm,0.0,shopify,deny,oberlo,49.00,,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/2.png?v=1613481340,2,Comfy Cat Abode-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1360016967.png?v=1613481345,kg,,,
comfy-pet-abode,,,,,,,,Gray,,L,,,28904879-gris-claro-l36xw36xh40cm,0.0,shopify,deny,oberlo,59.00,,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/1.png?v=1613481341,3,Comfy Cat Abode-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1360016967.png?v=1613481345,kg,,,
comfy-pet-abode,,,,,,,,Gray,,XL,,,28904879-gris-claro-l48xw48xh50cm,0.0,shopify,deny,oberlo,69.00,,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/4_Hot-sell-Pet-Cat-Bed-Indoor-Kitten-House-Warm-Small-for-cats-Dogs-Nest-Collapsible-Cat.jpg?v=1613481342,4,Comfy Cat Abode-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1360016967.png?v=1613481345,kg,,,
comfy-pet-abode,,,,,,,,Pink,,S,,,28904879-rosa-l25xw25xh27cm,0.0,shopify,deny,oberlo,39.00,,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/1_1f38fd73-4be3-40f7-aeba-1020a52e5ea3.png?v=1613481343,5,Comfy Cat Abode-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1360016966.jpg?v=1613481346,kg,,,
comfy-pet-abode,,,,,,,,Pink,,M,,,28904879-rosa-l31xw31xh35cm,0.0,shopify,deny,oberlo,49.00,,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/2_464826b7-f92f-487a-90c3-0be0d1230a4e.png?v=1613481344,6,Comfy Cat Abode-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1360016966.jpg?v=1613481346,kg,,,
comfy-pet-abode,,,,,,,,Pink,,L,,,28904879-rosa-l36xw36xh40cm,0.0,shopify,deny,oberlo,59.00,,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1360016967.png?v=1613481345,7,Comfy Cat Abode-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1360016966.jpg?v=1613481346,kg,,,
comfy-pet-abode,,,,,,,,Pink,,XL,,,28904879-rosa-l48xw48xh50cm,0.0,shopify,deny,oberlo,69.00,,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1360016966.jpg?v=1613481346,8,Comfy Cat Abode-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1360016966.jpg?v=1613481346,kg,,,
cozy-pet-tent,Cozy Pet Tent,"<ul>
<li>Pitch a cozy tent for your pet today!</li>
<li>Includes a thick cushion that allows your pet to snooze-off comfortably</li>
<li>Supported with natural pine wood that will keep the tent sturdy</li>
<li>The 100% cotton fabric canvas is highly durable and breathable. It can be easily detached and is machine-wash friendly!</li>
<li>Includes a bonus hanging chalkboard for pet-name personalization</li>
</ul>",JAZZUP,"","",true,Color,Gray,Size,4 Corner Tent,,,28135422-gray-4-corner-tent,0.0,shopify,deny,oberlo,89.00,119.00,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/image_1c2781cd-e5c3-4f55-8903-030d7bf6d03d.jpg?v=1613481358,1,Cozy Pet Tent-JAZZUP,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1355739879.jpg?v=1613481359,kg,,,active
cozy-pet-tent,,,,,,,,Gray,,5 Corner Tent,,,28135422-gray-5-corner-tent,0.0,shopify,deny,oberlo,99.00,129.00,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1355739879.jpg?v=1613481359,2,Cozy Pet Tent-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1355739879.jpg?v=1613481359,kg,,,
cozy-pet-tent,,,,,,,,White,,4 Corner Tent,,,28135422-white-4-corner-tent,0.0,shopify,deny,oberlo,89.00,119.00,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1355739885.jpg?v=1613481360,3,Cozy Pet Tent-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1355739885.jpg?v=1613481360,kg,,,
cozy-pet-tent,,,,,,,,White,,5 Corner Tent,,,28135422-white-5-corner-tent,0.0,shopify,deny,oberlo,99.00,129.00,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1355739887.jpg?v=1613481361,4,Cozy Pet Tent-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1355739885.jpg?v=1613481360,kg,,,
cozy-pet-tent,,,,,,,,Yellow,,4 Corner Tent,,,28135422-yellow-4-corner-tent,0.0,shopify,deny,oberlo,89.00,119.00,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1355739886.jpg?v=1613481362,5,Cozy Pet Tent-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1355739887.jpg?v=1613481361,kg,,,
