Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
endearing-bunny-canvas,,,,,,,,"24"" by 32""",,Rabbit,,,9245298-60x80cm-no-frame-rabbit,0.0,shopify,deny,oberlo,39.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1370347581.jpg?v=1613481597,kg,,,
endearing-bunny-canvas,,,,,,,,"24"" by 32""",,Rabbit Tail,,,9245298-60x80cm-no-frame-rabbit-tail,0.0,shopify,deny,oberlo,39.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1370347586.jpg?v=1613481598,kg,,,
endearing-bunny-canvas,,,,,,,,"24"" by 32""",,Rabbit 2,,,9245298-60x80cm-no-frame-rabbit-2,0.0,shopify,deny,oberlo,39.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1370347590.jpg?v=1613481599,kg,,,
endearing-bunny-canvas,,,,,,,,"24"" by 32""",,Rabbit Tail 2,,,9245298-60x80cm-no-frame-rabbit-tail-2,0.0,shopify,deny,oberlo,39.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1370347594.jpg?v=1613481601,kg,,,
endearing-bunny-canvas,,,,,,,,"24"" by 32""",,Rabbit 3,,,9245298-60x80cm-no-frame-rabbit-3,0.0,shopify,deny,oberlo,39.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1370347597.jpg?v=1613481602,kg,,,
endearing-bunny-canvas,,,,,,,,"24"" by 32""",,Rabbit Tail 3,,,9245298-60x80cm-no-frame-rabbit-tail-3,0.0,shopify,deny,oberlo,39.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1370347601.jpg?v=1613481603,kg,,,
endearing-bunny-canvas,,,,,,,,"24"" by 36""",,Rabbit,,,9245298-60x90cm-no-frame-rabbit,0.0,shopify,deny,oberlo,42.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1370347581.jpg?v=1613481597,kg,,,
endearing-bunny-canvas,,,,,,,,"24"" by 36""",,Rabbit Tail,,,9245298-60x90cm-no-frame-rabbit-tail,0.0,shopify,deny,oberlo,42.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1370347586.jpg?v=1613481598,kg,,,
endearing-bunny-canvas,,,,,,,,"24"" by 36""",,Rabbit 2,,,9245298-60x90cm-no-frame-rabbit-2,0.0,shopify,deny,oberlo,42.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1370347590.jpg?v=1613481599,kg,,,
endearing-bunny-canvas,,,,,,,,"24"" by 36""",,Rabbit Tail 2,,,9245298-60x90cm-no-frame-rabbit-tail-2,0.0,shopify,deny,oberlo,42.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1370347594.jpg?v=1613481601,kg,,,
endearing-bunny-canvas,,,,,,,,"24"" by 36""",,Rabbit 3,,,9245298-60x90cm-no-frame-rabbit-3,0.0,shopify,deny,oberlo,42.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1370347597.jpg?v=1613481602,kg,,,
endearing-bunny-canvas,,,,,,,,"24"" by 36""",,Rabbit Tail 3,,,9245298-60x90cm-no-frame-rabbit-tail-3,0.0,shopify,deny,oberlo,42.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1370347601.jpg?v=1613481603,kg,,,
calming-nature-canvas,Calming Nature Canvas," 
        <!--Start tab labels-->
        <ul class=""tabs"">
          <li>
            <a class=""active"" href=""#tab1"">
              Description
            </a>
          </li>
          <li>
            <a href=""#tab2"" class="""">
              
                Details
            </a>
          </li>
          <li>
            <a href=""#tab3"" class="""">
              
                Shipping
            </a>
          </li>
        </ul>
        <!--Start tab content-->
        <ul class=""tabs-content"">
          <li class=""active"" id=""tab1"" style=""display: block;"">
            <div>
            <p>Bringing nature home is always a good idea. Our <i>Calming Nature Canvas</i> features an aerial view of a dense foggy pine forest with a flock of birds flying above it. This detailed graphic art offers an immersive experience to the viewer. </p>
<p>You may take home one of the three prints available or the entire set of this scenic beauty. The canvas comes in 12 different size options for you to choose as per your requirement. We do not provide canvas frames as we recommend that you pick one as per your individual preference. </p>
            </div>
          </li>
          <li id=""tab2"" class="""" style=""display: none;"">
            <div>
            <p>High Quality Canvas Print</p>
<p>Full Color Pattern</p>
<p>Fade Resistant</p>
<p>Water Resistant</p>
            </div>
          </li>
          <li id=""tab3"" class="""" style=""display: none;"">
            <div>
            <p>We offer Free Shipping Worldwide.</p>
<p>We typically ship items within 5 days of receiving an order.</p>
<p>Once it has been shipped, you’ll receive a tracking link that will let you keep tabs of where your order is at all times and it takes approximately 15 – 28* days for items to arrive.</p>
<p>*Do expect longer shipping duration due to the COVID-19 situation with a reduced number of flights and manpower. We will do our best to get your order to you sooner.</p>
<p>
            </p>
<p>Read our <a href=""https://jazzupco.com/policies/shipping-policy"">Shipping Policy</a>.</p>
            </div>
          </li>
        </ul>
    ",JAZZUP,"","",true,Size (Inch),"4"" by 6""",Color,A,,,13247574-10x15-cm-no-frame-a,0.0,shopify,deny,oberlo,12.00,,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1311562911.jpg?v=1613481606,1,Calming Nature Canvas-JAZZUP,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1351303885.jpg?v=1613481610,kg,,,active
calming-nature-canvas,,,,,,,,"4"" by 6""",,B,,,13247574-10x15-cm-no-frame-b,0.0,shopify,deny,oberlo,12.00,,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1351303879.jpg?v=1613481607,2,Calming Nature Canvas-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1351303886.jpg?v=1613481612,kg,,,
calming-nature-canvas,,,,,,,,"4"" by 6""",,C,,,13247574-10x15-cm-no-frame-c,0.0,shopify,deny,oberlo,12.00,,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1311562883.jpg?v=1613481609,3,Calming Nature Canvas-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1351303888.jpg?v=1613481613,kg,,,
calming-nature-canvas,,,,,,,,"4"" by 6""",,Full Collection,,,13247574-10x15-cm-no-frame-abc,0.0,shopify,deny,oberlo,29.00,,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1351303880.jpg?v=1613481609,4,Calming Nature Canvas-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1351303884.jpg?v=1613481614,kg,,,
calming-nature-canvas,,,,,,,,"5"" by 7""",,A,,,13247574-13x18-cm-no-frame-a,0.0,shopify,deny,oberlo,14.00,,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1351303885.jpg?v=1613481610,5,Calming Nature Canvas-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1351303885.jpg?v=1613481610,kg,,,
calming-nature-canvas,,,,,,,,"5"" by 7""",,B,,,13247574-13x18-cm-no-frame-b,0.0,shopify,deny,oberlo,14.00,,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1351303886.jpg?v=1613481612,6,Calming Nature Canvas-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1351303886.jpg?v=1613481612,kg,,,
calming-nature-canvas,,,,,,,,"5"" by 7""",,C,,,13247574-13x18-cm-no-frame-c,0.0,shopify,deny,oberlo,14.00,,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1351303888.jpg?v=1613481613,7,Calming Nature Canvas-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1351303888.jpg?v=1613481613,kg,,,
calming-nature-canvas,,,,,,,,"5"" by 7""",,Full Collection,,,13247574-13x18-cm-no-frame-abc,0.0,shopify,deny,oberlo,34.00,,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1351303884.jpg?v=1613481614,8,Calming Nature Canvas-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1351303884.jpg?v=1613481614,kg,,,
calming-nature-canvas,,,,,,,,"6"" by 8""",,A,,,13247574-15x20-cm-no-frame-a,0.0,shopify,deny,oberlo,16.00,,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/SizeGuide_e6fea9e3-d476-45b1-9494-4b8248459da4.jpg?v=1613481616,9,Calming Nature Canvas-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1351303885.jpg?v=1613481610,kg,,,
calming-nature-canvas,,,,,,,,"6"" by 8""",,B,,,13247574-15x20-cm-no-frame-b,0.0,shopify,deny,oberlo,16.00,,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/Size_ff2c6fb2-be3a-48a2-8553-226aaa6a5062.jpg?v=1613481617,10,Calming Nature Canvas-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1351303886.jpg?v=1613481612,kg,,,
calming-nature-canvas,,,,,,,,"6"" by 8""",,C,,,13247574-15x20-cm-no-frame-c,0.0,shopify,deny,oberlo,16.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1351303888.jpg?v=1613481613,kg,,,
calming-nature-canvas,,,,,,,,"6"" by 8""",,Full Collection,,,13247574-15x20-cm-no-frame-abc,0.0,shopify,deny,oberlo,39.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1351303884.jpg?v=1613481614,kg,,,
calming-nature-canvas,,,,,,,,"7"" by 9""",,A,,,13247574-18x24cm-no-frame-a,0.0,shopify,deny,oberlo,19.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1351303885.jpg?v=1613481610,kg,,,
calming-nature-canvas,,,,,,,,"7"" by 9""",,B,,,13247574-18x24cm-no-frame-b,0.0,shopify,deny,oberlo,19.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1351303886.jpg?v=1613481612,kg,,,
calming-nature-canvas,,,,,,,,"7"" by 9""",,C,,,13247574-18x24cm-no-frame-c,0.0,shopify,deny,oberlo,19.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1351303888.jpg?v=1613481613,kg,,,
calming-nature-canvas,,,,,,,,"7"" by 9""",,Full Collection,,,13247574-18x24cm-no-frame-abc,0.0,shopify,deny,oberlo,44.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1351303884.jpg?v=1613481614,kg,,,
calming-nature-canvas,,,,,,,,"8"" by 10""",,A,,,13247574-20x25-cm-no-frame-a,0.0,shopify,deny,oberlo,22.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1351303885.jpg?v=1613481610,kg,,,
calming-nature-canvas,,,,,,,,"8"" by 10""",,B,,,13247574-20x25-cm-no-frame-b,0.0,shopify,deny,oberlo,22.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1351303886.jpg?v=1613481612,kg,,,
calming-nature-canvas,,,,,,,,"8"" by 10""",,C,,,13247574-20x25-cm-no-frame-c,0.0,shopify,deny,oberlo,22.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1351303888.jpg?v=1613481613,kg,,,
calming-nature-canvas,,,,,,,,"8"" by 10""",,Full Collection,,,13247574-20x25-cm-no-frame-abc,0.0,shopify,deny,oberlo,54.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1351303884.jpg?v=1613481614,kg,,,
calming-nature-canvas,,,,,,,,"8"" by 12""",,A,,,13247574-a4-21x30-cm-no-frame-a,0.0,shopify,deny,oberlo,26.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1351303885.jpg?v=1613481610,kg,,,
calming-nature-canvas,,,,,,,,"8"" by 12""",,B,,,13247574-a4-21x30-cm-no-frame-b,0.0,shopify,deny,oberlo,26.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1351303886.jpg?v=1613481612,kg,,,
calming-nature-canvas,,,,,,,,"8"" by 12""",,C,,,13247574-a4-21x30-cm-no-frame-c,0.0,shopify,deny,oberlo,26.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1351303888.jpg?v=1613481613,kg,,,
calming-nature-canvas,,,,,,,,"8"" by 12""",,Full Collection,,,13247574-a4-21x30-cm-no-frame-abc,0.0,shopify,deny,oberlo,59.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1351303884.jpg?v=1613481614,kg,,,
calming-nature-canvas,,,,,,,,"12"" by 16""",,A,,,13247574-30x40-cm-no-frame-a,0.0,shopify,deny,oberlo,29.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1351303885.jpg?v=1613481610,kg,,,
calming-nature-canvas,,,,,,,,"12"" by 16""",,B,,,13247574-30x40-cm-no-frame-b,0.0,shopify,deny,oberlo,29.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1351303886.jpg?v=1613481612,kg,,,
calming-nature-canvas,,,,,,,,"12"" by 16""",,C,,,13247574-30x40-cm-no-frame-c,0.0,shopify,deny,oberlo,29.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1351303888.jpg?v=1613481613,kg,,,
calming-nature-canvas,,,,,,,,"12"" by 16""",,Full Collection,,,13247574-30x40-cm-no-frame-abc,0.0,shopify,deny,oberlo,65.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1351303884.jpg?v=1613481614,kg,,,
calming-nature-canvas,,,,,,,,"16"" by 20""",,A,,,13247574-40x50-cm-no-frame-a,0.0,shopify,deny,oberlo,34.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1351303885.jpg?v=1613481610,kg,,,
calming-nature-canvas,,,,,,,,"16"" by 20""",,B,,,13247574-40x50-cm-no-frame-b,0.0,shopify,deny,oberlo,34.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1351303886.jpg?v=1613481612,kg,,,
calming-nature-canvas,,,,,,,,"16"" by 20""",,C,,,13247574-40x50-cm-no-frame-c,0.0,shopify,deny,oberlo,34.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1351303888.jpg?v=1613481613,kg,,,
calming-nature-canvas,,,,,,,,"16"" by 20""",,Full Collection,,,13247574-40x50-cm-no-frame-abc,0.0,shopify,deny,oberlo,69.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1351303884.jpg?v=1613481614,kg,,,
calming-nature-canvas,,,,,,,,"20"" by 28""",,A,,,13247574-50x70-cm-no-frame-a,0.0,shopify,deny,oberlo,39.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1351303885.jpg?v=1613481610,kg,,,
calming-nature-canvas,,,,,,,,"20"" by 28""",,B,,,13247574-50x70-cm-no-frame-b,0.0,shopify,deny,oberlo,39.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1351303886.jpg?v=1613481612,kg,,,
calming-nature-canvas,,,,,,,,"20"" by 28""",,C,,,13247574-50x70-cm-no-frame-c,0.0,shopify,deny,oberlo,39.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1351303888.jpg?v=1613481613,kg,,,
calming-nature-canvas,,,,,,,,"20"" by 28""",,Full Collection,,,13247574-50x70-cm-no-frame-abc,0.0,shopify,deny,oberlo,84.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1351303884.jpg?v=1613481614,kg,,,
calming-nature-canvas,,,,,,,,"24"" by 32""",,A,,,13247574-60x80-cm-no-frame-a,0.0,shopify,deny,oberlo,44.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1351303885.jpg?v=1613481610,kg,,,
calming-nature-canvas,,,,,,,,"24"" by 32""",,B,,,13247574-60x80-cm-no-frame-b,0.0,shopify,deny,oberlo,44.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1351303886.jpg?v=1613481612,kg,,,
calming-nature-canvas,,,,,,,,"24"" by 32""",,C,,,13247574-60x80-cm-no-frame-c,0.0,shopify,deny,oberlo,44.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1351303888.jpg?v=1613481613,kg,,,
calming-nature-canvas,,,,,,,,"24"" by 32""",,Full Collection,,,13247574-60x80-cm-no-frame-abc,0.0,shopify,deny,oberlo,89.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1351303884.jpg?v=1613481614,kg,,,
calming-nature-canvas,,,,,,,,"24"" by 36""",,A,,,13247574-60x90cm-no-frame-a,0.0,shopify,deny,oberlo,46.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1351303885.jpg?v=1613481610,kg,,,
calming-nature-canvas,,,,,,,,"24"" by 36""",,B,,,13247574-60x90cm-no-frame-b,0.0,shopify,deny,oberlo,46.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1351303886.jpg?v=1613481612,kg,,,
calming-nature-canvas,,,,,,,,"24"" by 36""",,C,,,13247574-60x90cm-no-frame-c,0.0,shopify,deny,oberlo,46.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1351303888.jpg?v=1613481613,kg,,,
calming-nature-canvas,,,,,,,,"24"" by 36""",,Full Collection,,,13247574-60x90cm-no-frame-abc,0.0,shopify,deny,oberlo,94.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1351303884.jpg?v=1613481614,kg,,,
calming-nature-canvas,,,,,,,,"28"" by 40""",,A,,,13247574-70x100cm-no-frame-a,0.0,shopify,deny,oberlo,49.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1351303885.jpg?v=1613481610,kg,,,
calming-nature-canvas,,,,,,,,"28"" by 40""",,B,,,13247574-70x100cm-no-frame-b,0.0,shopify,deny,oberlo,49.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1351303886.jpg?v=1613481612,kg,,,
calming-nature-canvas,,,,,,,,"28"" by 40""",,C,,,13247574-70x100cm-no-frame-c,0.0,shopify,deny,oberlo,49.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1351303888.jpg?v=1613481613,kg,,,
calming-nature-canvas,,,,,,,,"28"" by 40""",,Full Collection,,,13247574-70x100cm-no-frame-abc,0.0,shopify,deny,oberlo,99.00,,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1351303884.jpg?v=1613481614,kg,,,
wooden-hexagonal-tray,Hexagonal Wooden Tray,"<!--Start tab labels-->
<ul class=""tabs"">
<li><a class=""active"" href=""#tab1""> Description </a></li>
<li><a href=""#tab2"" class=""""> Shipping</a></li>
</ul>
<!--Start tab content-->
<ul class=""tabs-content"">
<li class=""active"" id=""tab1"" style=""display: block;"">
<div>
<p>Our <i>Hexagonal Wooden Tray</i> is sure to add a lovely natural touch to your home.</p>
<p>The simple design keeps it suitable for all uses - from serving your favourite breakfast meal to being used as a décor piece.</p>
</div>
</li>
<li id=""tab2"" class="""" style=""display: none;"">
<div>
<p>We offer Free Shipping Worldwide.</p>
<p>We typically ship items within 5 days of receiving an order and you’ll receive a tracking number that will let you keep tabs of where your order is at all times.</p>
<p>From that point, it takes approximately 12 – 18* days for items to arrive.</p>
<p>*Do note that longer shipping duration may be expected in some cases due to the COVID-19 situation with a reduced number of flights and manpower. We will do our best to get your order to you sooner.</p>
<p>Read our <a href=""https://jazzupco.com/policies/shipping-policy"">Shipping Policy</a>.</p>
</div>
</li>
</ul>",JAZZUP,"","",true,Title,Default Title,,,,,31815061-serving-tray,0.0,shopify,deny,oberlo,49.00,69.00,true,false,"",https://cdn.shopify.com/s/files/1/0365/1705/2461/products/0_Nordic-Dessert-Plate-Wooden-Serving-Tray-Afternoon-Tea-Time-Coffee-Cake-Plates-Hexagonal-Round-Desserts-Food_1.jpg?v=1613481658,1,Hexagonal Wooden Tray-JAZZUP,false,,,,,,,,,,,,,,,,,kg,,,active
wooden-hexagonal-tray,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1190827286.jpg?v=1613481659,2,Hexagonal Wooden Tray-JAZZUP,,,,,,,,,,,,,,,,,,,,,
wooden-hexagonal-tray,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1316266053.jpg?v=1613481660,3,Hexagonal Wooden Tray-JAZZUP,,,,,,,,,,,,,,,,,,,,,
wooden-hexagonal-tray,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1190827293.jpg?v=1613481661,4,Hexagonal Wooden Tray-JAZZUP,,,,,,,,,,,,,,,,,,,,,
wooden-hexagonal-tray,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/Untitleddesign_1.png?v=1613481662,5,Hexagonal Wooden Tray-JAZZUP,,,,,,,,,,,,,,,,,,,,,
wooden-hexagonal-tray,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/Untitleddesign_2.png?v=1613481662,6,Hexagonal Wooden Tray-JAZZUP,,,,,,,,,,,,,,,,,,,,,
wooden-hexagonal-tray,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/9__30cm.png?v=1613481663,7,Hexagonal Wooden Tray-JAZZUP,,,,,,,,,,,,,,,,,,,,,
asymmetric-natural-colored-canvas,Asymmetric Natural-Colored Canvas,"<ul>
<li>High-quality premium canvas print</li>
<li>Frames are not included to provide you the flexibility to purchase the preferred frame of your choice at your home country</li>
</ul>",JAZZUP,"","",true,Size (Inch),"4"" by 6""",Option,A,,,30551839-10x15cm-no-frame-picture-a,0.0,shopify,deny,oberlo,14.00,,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1155695785.jpg?v=1613481684,1,Asymmetric Natural-Colored Canvas-JAZZUP,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1313865103.jpg?v=1613481685,kg,,,active
asymmetric-natural-colored-canvas,,,,,,,,"4"" by 6""",,B,,,30551839-10x15cm-no-frame-picture-b,0.0,shopify,deny,oberlo,14.00,,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1155695799.jpg?v=1613481684,2,Asymmetric Natural-Colored Canvas-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1313865104.jpg?v=1613481687,kg,,,
asymmetric-natural-colored-canvas,,,,,,,,"4"" by 6""",,C,,,30551839-10x15cm-no-frame-picture-c,0.0,shopify,deny,oberlo,14.00,,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1313865103.jpg?v=1613481685,3,Asymmetric Natural-Colored Canvas-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1313865105.jpg?v=1613481688,kg,,,
asymmetric-natural-colored-canvas,,,,,,,,"4"" by 6""",,D,,,30551839-10x15cm-no-frame-picture-d,0.0,shopify,deny,oberlo,14.00,,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1313865104.jpg?v=1613481687,4,Asymmetric Natural-Colored Canvas-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1313865106.jpg?v=1613481689,kg,,,
asymmetric-natural-colored-canvas,,,,,,,,"4"" by 6""",,E,,,30551839-10x15cm-no-frame-picture-e,0.0,shopify,deny,oberlo,14.00,,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1313865105.jpg?v=1613481688,5,Asymmetric Natural-Colored Canvas-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1313865107.jpg?v=1613481690,kg,,,
